1§O Que é Igreja Missional§Timóteo Carriker§Ebook§Português§Editora Ultimato
2§O Universo de C.S. Lewis§Guilherme de Carvalho§Curso§Português§L'abri Fellowship Brasil
3§Chamado Radical§Bráulia Ribeiro§Ebook§Português§Editora Ultimato
4§A Arte Não Precisa de Justificativa§H. R. Rookmaaker§Ebook§Português§Editora Ultimato
5§Filosofia e estética§H. R. Rookmaaker§Ebook§Português§Editora Monergismo
6§A importância de ser sincero§Carl Trueman§Artigo§Português§Exclusivo na Pilgrim
7§Por Que Sou Cristão§John Stott§Ebook§Português§Editora Ultimato
8§Arte expositiva de João Calvino§Steven Lawson§Audiolivro§Português§Editora Fiel
9§NB Talks - O Cristão e a Cultura§Rodolfo Amorim§Curso§Português§-
10§Ferramentas filosóficas para projetos tecnológicos§Maarten J. Verkerk§Artigo§Português§Abc2
11§Surpreendido pela Esperança§N. T. Wright§Ebook§Português§Editora Ultimato
12§§§§§
13§Resumo - 12 maneiras como seu celular está transformando você§Tony Reinke§§Português§Exclusivo na Pilgrim
14§A Igreja Cristã§Alexander Stahlhoefer§Audiolivro§Português§Editora 371
15§Teologia sistemática para a vida - vol 1§Paulo Won§Curso§Português§Exclusivo na Pilgrim
16§O racionalista romântico§John Piper§Ebook§Português§Editora Monergismo
17§Resumo - Em busca de Deus§John Piper§§Português§Exclusivo na Pilgrim
18§Conselho aos Filósofos Cristãos§Alvin Plantinga§Artigo§Português§Abc2
19§A vida de Francis Schaeffer§Allen Porto§Curso§Português§-
20§A Arte e a Bíblia§Francis Schaeffer§Audiolivro§Português§Editora Ultimato
21§Metanoia§JB Carvalho§Ebook§Português§Editora Chara
22§Refresh§David Murray§Audiolivro§Português§Editora Fiel
23§Resumo - Amarás o teu corpo§Nancey Pearcey§§Português§Exclusivo na Pilgrim
24§A Oração Que Deus Ouve§Eugene H. Peterson§Ebook§Português§Editora Palavra
25§A doutrina da eleição§Joseph Minich§Artigo§Português§Exclusivo na Pilgrim
26§Moldado por Deus§John Piper§Audiolivro§Português§Vida Nova
27§25 Livros Que Todo Cristão Deveria Ler§Richard Foster§Ebook§Português§Editora Ultimato
28§Resumo - O imperativo confessional§Carl Trueman§§Português§Exclusivo na Pilgrim
29§O Supremo Chamado§Guilherme de Carvalho§Curso§Português§L'abri Fellowship Brasil
30§Educação Clássica vs Educação Moderna§Steve Turley§Audiolivro§Português§Editora Trinitas
31§A Lei de Deus e a Ética Cristã§Guilherme de Carvalho§Curso§Português§L'abri Fellowship Brasil
32§Resumo - Pescadores de crianças§Charles H. Spurgeon§§Português§Exclusivo na Pilgrim
33§Experimentando mais de Deus§Tim Chester§Audiolivro§Português§Editora Fiel
34§E se...§Beni Johnson§Ebook§Português§Editora Chara
35§O Cristão Reformado§Yago Martins§Audiolivro§Português§Editora 371
36§A Semente da Mulher: Maria entre os protestantes§Matthew Y. Emerson§Artigo§Português§Exclusivo na Pilgrim
37§A teologia da fantasia em Lewis e Tolkien§Colin Duriez§Artigo§Português§Exclusivo na Pilgrim
38§O Critério das Tendências Progressivas e Reacionárias na História§Herman Dooyweerd§Artigo§Português§Abc2
39§Resumo - Desejando o reino§James K.A.Smith§§Português§Exclusivo na Pilgrim
40§A Volta ao Primeiro Amor como Resistência ao Mundo§Alexandre Miglioranza§Audiolivro§Português§Editora 371
41§“A primeira tentativa séria”:§Steven Wedgeworth§Artigo§Português§Exclusivo na Pilgrim
42§Cinco pontos do calvinismo§R. L. Dabney§Artigo§Português§Exclusivo na Pilgrim
43§Origens I / Gênesis 1-11§Guilherme de Carvalho§Curso§Português§L'abri Fellowship Brasil
